1.722192203755084972e+00,1.544104398951822610e+00,-8.360720189053056917e-01,-2.471137867348482065e+00,-2.570880506832390111e+00,-4.064112045186970334e+00,2.133268661687513390e+00,9.984798946684422249e-01,2.435829993878278810e+00,-7.242224090453023067e+00,-9.198166402105555362e-01,-6.547823499431124183e+00,-1.202440816440830673e+00
9.515960407504520102e-02,2.352888487469401824e+00,2.044573877923965277e+00,3.501706918555835379e+00,-3.056904732276387371e+00,1.019635879320673766e+01,7.362971935827119507e-01,-1.567460582350086895e+00,5.996031920766990986e-01,-2.260137602620683417e+00,3.384381110733274856e+00,5.788079467580014459e+00,-1.044410659700123478e+00
5.725440642891937992e-01,-8.408972193222508107e-02,-3.399809234836405292e+00,6.713535213807169555e+00,9.077154882970769334e-01,3.369949307361101098e+00,1.709523507539308707e+00,2.546705818415707867e+00,-1.184823739754329530e+00,-7.268993801468902838e+00,-1.408733507231482829e+00,-6.717718577800020796e+00,6.364373105320564328e+00
1.588015176348216428e+00,1.451627283970068127e+00,1.240639677503162785e-01,-3.390507348861261150e+00,-1.261759668152149017e+00,-7.136723310294468270e+00,9.146973360399099917e-01,-2.589784013431485343e-01,1.266776841753000538e+00,5.521267849978246822e+00,7.361184679080769122e+00,9.431631038480940532e+00,-2.945048671103123183e+00
8.183238167031258170e-01,1.952556018333624355e+00,-1.731001551869630450e+00,-1.397884350640558049e+00,-4.072228396866555578e+00,3.806219764197234845e+00,3.713180675980102263e-01,-1.185296878483478977e+00,-3.633303532835032712e-01,3.353579348435816954e+00,6.253337754854547015e+00,1.308176322008132253e+01,-8.346541713222244141e-01
1.156168078515978248e+00,-2.719655944558946103e+00,-3.686483660445270871e+00,-5.530195154565788584e+00,-2.590695112881553075e-01,-3.233885863231682922e+00,1.071024260157867225e+00,4.778190080999208944e-01,-1.655754580010472932e+00,4.151502977857425947e+00,1.000605758495229036e+00,3.229812793749573530e+00,6.654488771767885780e+00
1.269829971484437880e+00,6.715800100776927462e-01,-1.870861791509395022e+00,5.747071612243870753e+00,-3.923931049446560237e+00,3.053579543893719883e+00,1.763684599322514313e+00,-2.877195760123265167e+00,-3.677250223180018374e+00,-2.316051842630972857e+00,-3.597781217301844414e+00,-9.134946703418240332e+00,2.886850261906603876e+00
4.744445176900716765e-01,-5.748547635728248201e-02,1.148902179290227865e+00,3.272705215337473827e+00,-7.315116438039791724e+00,4.707854536065576134e+00,5.352390018255778203e-01,7.662162886534721329e-01,8.365340029457410953e-01,4.556025686015501841e-01,7.732460835474117111e+00,9.187500650493765519e+00,-1.886355989638710540e-01
1.950182840742503032e+00,3.007067833841032267e-01,2.781042206665515493e-01,-5.065803889022742368e+00,3.173901058021119770e+00,-9.426110921608220394e+00,5.750665669989697415e-01,7.511097248758124012e-01,-3.125279173522321763e-01,1.883063800003898391e+00,5.075302414816337482e+00,-7.164716062397203267e+00,-1.470957389028582085e+00
8.684761331407483409e-01,-1.945539400912290329e-01,3.339539148193782503e-01,3.010521526518397106e+00,7.273936685132778024e+00,-3.050612178365336713e-01,1.053573814040923873e+00,-1.389914195528449525e+00,-2.878147375157047438e-01,-2.334352826106632861e+00,-2.801240177632089434e+00,-7.215999941691110919e+00,-4.760663073821724822e-02
1.799484942842858537e+00,6.824072668333662772e-01,3.383624530803793218e-01,-7.611112119882757376e+00,-7.431653441071929045e+00,-4.097685444948121258e+00,1.873930486085209512e+00,1.853727392904975790e-01,4.692694129001583336e-01,-3.370791558131272847e+00,7.283277748495168291e-01,-7.804826460832099855e+00,-2.447489195968488573e+00
-4.259033359152709086e-01,-7.448255796374837479e-01,7.451130862399939492e-01,2.796231555849410189e+00,-6.118281720598051088e+00,8.785831370807922980e+00,8.217717748017703272e-01,2.491505746702331880e-01,2.591358531873958704e+00,-2.347696187883205443e+00,3.347879482351086011e+00,1.085172117353960886e+01,-3.504042170004439960e-01
1.081320719526136731e+00,-1.134772116015830168e+00,-1.568678932870770371e-01,5.144515003827593524e+00,8.848861917092616380e+00,1.279773188215985513e+00,1.486824069348670729e+00,-3.220881481227091836e+00,-1.120868238503729825e-01,-4.533620541629175271e+00,1.053052151251504087e+00,-5.884476051124662099e+00,1.781501970038013027e+00
1.676195067813318618e+00,-2.254077421274501836e-01,-1.995885611837030060e+00,-8.666753250192048341e+00,2.210082654196188656e+00,-1.137694018915302507e+01,2.599115295194958986e+00,2.231190067679360123e+00,-1.367143591983452033e+00,-6.984389026817849455e+00,4.243455496282350303e+00,-1.046134723864989624e+01,4.563179494818880855e+00
1.722437427105101504e+00,-2.698260502308547970e+00,-2.132988837334471199e+00,5.443628417011953102e-01,-2.643773789672802632e+00,-1.225761635670798810e+01,1.172842425896191587e+00,1.280545112132673635e+00,1.367030644425741626e+00,-2.889181186005231883e+00,-2.200502881390868914e+00,-1.704501795338024150e+00,6.563582003894286032e+00
6.028792877168579478e-01,2.575707382256769318e+00,-3.300556252878566799e+00,1.290551861785774079e+00,-4.820037749238737845e+00,-1.491041865365037467e+00,1.588319634701498506e+00,1.765325356051096473e-01,9.307037270441371746e-01,-4.754760413320338053e+00,-7.308051927556148186e+00,-5.683647295474767880e+00,3.679473169722946579e+00
7.164452140014920811e-01,-1.033980311820109188e+00,2.171181333264988300e+00,-4.685182662342931792e+00,-2.172279563826765791e+00,4.984145552297065684e+00,3.436240293320938499e-01,1.093853539322205526e+00,-3.225857693602856013e-01,1.196052477964477490e+01,-5.236897753956011592e-02,8.617753636901156256e+00,9.668312125898914644e-03
9.376704990558333286e-01,3.153774270369853028e+00,1.037162262185065797e+00,-5.130014402394440509e+00,-2.112338660934224510e+00,-3.819656370125396716e+00,4.076801799891576761e-01,2.896926298473970207e-01,-7.490112323859392240e-02,6.632944162108374897e+00,2.559357073595001086e+00,4.606890263540894814e+00,-3.827515130358616346e+00
8.069403306606577342e-01,-6.244833126493665176e-01,-2.008805368227831512e+00,7.915389258224650781e+00,6.249435754222430361e+00,-2.743682225047556322e+00,1.298558788145534937e+00,-8.877852338388178000e-01,-8.290844334284398487e-01,-4.310766285365617456e+00,-4.323616030936775267e+00,-8.495477433278326274e+00,3.371057987046399695e+00
2.909454072362631649e-01,-9.226004678210835905e-03,1.434089825511019933e+00,8.449557020956374842e+00,3.147475250302065763e+00,3.296327013100178505e+00,1.347694771528947566e+00,4.764591405986900452e-01,-2.718832630098249048e+00,6.177509725171043131e-01,8.864691803133986525e+00,-8.808075546160603064e-01,-1.342736894352936083e+00
1.027145470216295653e+00,2.298075753606036553e+00,1.384224150709344903e+00,-6.909273051162332369e-01,-1.489767440593917858e+00,1.787343753547173453e+00,1.413798440439553605e+00,-3.246769346152509783e+00,-2.376450126143842656e+00,6.994991236839508630e+00,9.081143055853094781e-01,2.826525629540137974e+00,-4.262651223600366635e+00
5.465651564795939166e-01,-2.444458906834787726e+00,-3.495934388326834008e-01,3.876895568871209896e+00,6.720823197686576211e-01,5.483370672135190915e+00,2.083622035769804093e+00,2.349829455487459640e-01,-2.747701132651048983e+00,-7.699805216458722512e+00,-8.573783651434276898e-01,-1.073754774703497361e+01,2.532489969684803555e+00
7.612752208779852703e-01,1.177669330985108287e+00,1.592464517098488797e+00,5.755191994780365583e+00,3.029504358347932413e+00,-2.936029894221738878e+00,7.866799752215308805e-01,2.390960559073501912e+00,-1.872008139562064688e+00,3.091041760012646300e+00,3.222084740085962462e+00,4.158300593981728355e+00,-2.008332321891126426e+00
-1.745970631509137228e-01,1.871908969987032545e-01,-2.582287708775261592e+00,5.992108358681480063e+00,3.570480739372680734e+00,7.795680008828139052e+00,1.824295881844458567e+00,-8.568675531518135102e-01,4.163151651539480635e-01,-7.312990410261392960e+00,-4.122564308415221035e+00,-2.673234007877647311e+00,5.433040422349183274e+00
2.424691371037228205e+00,-8.935379678690287264e-01,-2.559929002718623892e+00,-8.658922902684301093e+00,-2.165699711199705835e+00,-1.471588714870619619e+01,7.625923984249425303e-01,8.744260928858555992e-01,1.142470795267087391e+00,5.206015992413120408e+00,5.723907848981665047e+00,4.460536453132975865e+00,2.949995695797458239e+00
1.059359366099927868e+00,-4.470562026156561508e+00,1.813683998788705676e+00,-2.935954040545177168e+00,2.506896514057098679e-01,1.719623278113590947e+00,3.715206084809725140e-01,-3.103994885242939539e+00,1.244974638505865761e+00,-5.293690924527910902e+00,-3.892517801829988411e+00,2.051284568411283260e+00,4.001294233195951122e+00
8.698813900966468893e-01,2.137196424178526843e+00,1.336515607473544476e+00,-2.179390454245706543e+00,3.877632859876994215e-02,-6.558514234141121335e+00,1.063712911898946345e+00,2.091362561822562860e+00,1.299263245491409480e+00,-1.902178056292277208e+00,-5.292201248183060258e+00,-1.147371424067909818e+00,-3.717671539417377602e+00
5.222408825721668313e-01,6.775528103955036352e-01,1.313131329517023049e+00,9.307702432550089000e+00,-1.182499437669876086e+00,6.945696021377274043e+00,4.277459250737473684e-01,-2.835024964226882549e+00,3.268407494918170286e+00,-4.376611907128532541e-01,-2.280556080492313953e+00,7.394591377394706733e+00,-1.028624302813474500e-01
1.068396904137471237e+00,2.648022673525203263e+00,-2.036127179060592596e+00,-4.476031132366263265e-01,2.125803481081160129e+00,-6.807053899078917558e-01,1.412323931333629101e+00,-2.241660864045813550e+00,-3.493267418550659364e+00,-3.026896045538500779e+00,-2.134837225218780166e+00,1.025340235478670481e+00,-9.883509411112711973e-03
1.524903544987784576e+00,3.697446380920383024e+00,1.534178481077949352e-01,-6.881248830676043760e+00,3.192196566286634951e+00,-4.965135072500844515e+00,5.148243903174545277e-01,1.490230756071928786e+00,7.091572324762420720e-01,2.824513812461082463e+00,5.538801292502530949e+00,5.888536659636386617e+00,-6.309551538942415050e+00
1.011163225414513978e+00,1.068253860793166643e+00,1.019317021386537681e+00,1.380564458796490479e-01,7.191069215404965576e+00,-3.260022331693733788e-01,7.928709992786919791e-01,-1.522845255382198282e+00,-1.055732008482740181e+00,8.627399295005382385e-01,2.104973972757022693e+00,-2.372255527702589184e+00,-1.897763214134151610e+00
1.810235674560101593e+00,4.650161805869255094e-01,-5.514816954924017800e-01,-8.762642398269075983e+00,4.489620150824828571e+00,-1.022019140644426827e+01,8.433989130484883523e-01,-4.177099176360803412e-01,-3.728945078336336039e+00,1.095730730567650824e+01,2.915700230440025020e+00,7.442440800084940911e+00,-1.325811507037366610e+00
6.429234530756935406e-01,1.197371769647008977e+00,1.918418232069501350e+00,6.372178561420602350e+00,2.381208730812914620e+00,-8.667596402363274555e-01,1.083944233897218057e+00,1.977498867089800827e+00,-1.879605517455620989e+00,8.848278998643700488e-01,6.879375774920115205e+00,8.653155986126820354e-01,-2.574005827552627856e+00
1.073977993639396861e-01,-1.508379831926294212e+00,-2.206799778054688854e+00,-2.678705906782532953e+00,-1.014453241010928153e+00,1.308840728000701148e+01,1.014084195462876314e+00,2.540078289844696080e+00,-4.325305220471911127e-01,-6.021595275837738903e+00,-4.771527171020963465e+00,-4.692006751633347683e+00,2.920362520691305086e+00
6.149081786845292941e-01,6.526617271079099281e-02,8.811842417577703257e-01,5.360757766654334233e+00,-1.749452559624177228e+00,4.994260310728569685e+00,1.308211446929782307e+00,1.095580457274752506e+00,3.057759688776886087e+00,-7.831945262268481756e+00,3.760830751638443714e-01,-2.198780139007221024e+00,-6.751571114437249221e-01
1.061906585832908867e+00,-1.164785807706846033e+00,3.875892787166216547e+00,-2.134892855107870524e+00,-3.697451741900957600e+00,-5.232094336019265102e-01,3.801794935470952930e-01,-5.065254968531111013e-01,8.876228248315613800e-02,7.450543120892345605e+00,1.841772014683411562e-01,8.189088778501709243e+00,-3.695463510144936237e-01
4.151354545699246779e-01,1.357776435956174144e+00,1.888610053108669584e+00,-2.849810116165802931e+00,-9.963756019916253370e-02,4.554994007069152140e+00,1.157565836130869608e+00,2.435151022553529998e+00,1.142160276988636758e+00,-6.246274695156293078e+00,1.832802573764872989e+00,-2.527560866573880016e+00,-2.664592418651690053e+00
1.900871431469026707e+00,3.457313117000256342e-01,-8.084101412833698541e-01,-8.372041876260771787e+00,4.903992707343095780e+00,-8.745773245740593893e+00,1.711968030747407887e+00,-3.245634417937891258e-02,-3.436282851591640153e+00,-1.090242072520833361e+01,-5.425707158493076498e+00,-9.766678020007724115e+00,-1.291092118658188070e-01
-3.224096110899773993e-01,-1.264647194391923302e+00,-6.629304834292290005e-01,6.647436946276263470e+00,-6.222241235146101168e+00,2.727044254798640655e+00,1.776958565576435278e+00,5.209902750109774994e-01,1.010482751057818762e-02,-8.736265077915311039e+00,-3.223799213570621713e+00,-9.223523023781035945e+00,1.239135549636893874e+00
2.236455441439578196e-01,-1.657013163418682433e+00,-5.546167373090421515e-01,1.082603527279678168e+01,1.080816856636759749e+00,8.424732043684656446e+00,1.690212777811245237e+00,2.776012585031597535e-01,1.544270565018768915e+00,-2.270973679679599844e+00,7.981644815250287017e+00,-4.967450140113759183e+00,2.270542272598291333e+00
